"gene","module","module_color"
"OPHN1",7,"black"
"BPHL",1,"turquoise"
"CIR1",1,"turquoise"
"EIF2B5",1,"turquoise"
"TRAK2",1,"turquoise"
"XRN2",1,"turquoise"
"SRGAP3",3,"brown"
"UBE2T",1,"turquoise"
"AFMID",2,"blue"
"SUSD6",3,"brown"
"RGS10",1,"turquoise"
"SRSF5",3,"brown"
"TIAL1",1,"turquoise"
"FOXP2",4,"yellow"
"ARHGDIB",3,"brown"
"UPB1",1,"turquoise"
"ATP11C",3,"brown"
"FRA10AC1",3,"brown"
"RBP4",1,"turquoise"
"CACNB2",2,"blue"
"EEF1B2",1,"turquoise"
"APBB1IP",2,"blue"
"MMS19",1,"turquoise"
"LSS",2,"blue"
"SLC52A3",3,"brown"
"FHL1",3,"brown"
"ARHGAP42",9,"magenta"
"MAML2",8,"pink"
"WIPF3",3,"brown"
"GRTP1",8,"pink"
"TMCO3",7,"black"
"CGN",4,"yellow"
"ANGPTL2",6,"red"
"PKIA",2,"blue"
"SLIRP",5,"green"
"ME1",1,"turquoise"
"RIPPLY2",9,"magenta"
"SOD1",3,"brown"
"SNAP91",1,"turquoise"
"TIAM1",5,"green"
"ERN1",1,"turquoise"
"ACLY",2,"blue"
"MED20",1,"turquoise"
"VWC2L",5,"green"
"API5",2,"blue"
"PKDCC",8,"pink"
"CYSLTR1",7,"black"
"SPP2",4,"yellow"
"CNR2",1,"turquoise"
"PNRC2",2,"blue"
"PI4KA",3,"brown"
"HOXD13",2,"blue"
"CPXM1",1,"turquoise"
"INSR",3,"brown"
"CSNK1E",2,"blue"
"THOP1",2,"blue"
"FAM222B",1,"turquoise"
"STK40",1,"turquoise"
"SLC2A5",1,"turquoise"
"SUMF2",1,"turquoise"
"CDC73",1,"turquoise"
"SZRD1",4,"yellow"
"ABCB9",1,"turquoise"
"FBXO42",6,"red"
"UCK1",1,"turquoise"
"LIFR",1,"turquoise"
"EMC3",1,"turquoise"
"gga-mir-6632",1,"turquoise"
"NDUFA4",3,"brown"
"MBD4",2,"blue"
"PPRC1",1,"turquoise"
"GLOD5",1,"turquoise"
"HPS6",3,"brown"
"PNMT",1,"turquoise"
"TMEM203",1,"turquoise"
"CADPS2",1,"turquoise"
"CD99",1,"turquoise"
"BET1",1,"turquoise"
"TIMMDC1",1,"turquoise"
"LEPROTL1",9,"magenta"
"FDFT1",8,"pink"
"gga-mir-1780",1,"turquoise"
"CYP2U1",1,"turquoise"
"CSRNP1",1,"turquoise"
"NR2F1",1,"turquoise"
"SYNGR2",3,"brown"
"MTERF3",2,"blue"
"PEF1",2,"blue"
"RNF38",1,"turquoise"
"PDSS2",1,"turquoise"
"TRIM14",1,"turquoise"
"BEND3",1,"turquoise"
"HGFAC",1,"turquoise"
"HERC3",2,"blue"
"NSUN4",5,"green"
"B4GALT2",5,"green"
"GATB",7,"black"
"MBIP",4,"yellow"
"BRMS1L",1,"turquoise"
"TDRKH",2,"blue"
"CASC3",1,"turquoise"
"HINT3",2,"blue"
"PIK3AP1",2,"blue"
"GJB1",1,"turquoise"
"RAB29",1,"turquoise"
"CUEDC1",5,"green"
"RPL22",1,"turquoise"
"KLHDC4",1,"turquoise"
"SGCE",1,"turquoise"
"CLCN3",4,"yellow"
"DLGAP4",1,"turquoise"
"MTMR4",1,"turquoise"
"REXO1",1,"turquoise"
"ZNF512B",1,"turquoise"
"FAM103A1",1,"turquoise"
"PASK",4,"yellow"
"COPB1",2,"blue"
"POLR3H",4,"yellow"
"LRRC4C",1,"turquoise"
"HECW2",1,"turquoise"
"NDUFA6",4,"yellow"
"LETM2",1,"turquoise"
"TBX3",4,"yellow"
"IGSF6",1,"turquoise"
"LSG1",1,"turquoise"
"TBC1D16",4,"yellow"
"LRRC28",1,"turquoise"
"PXK",2,"blue"
"MRI1",1,"turquoise"
"ABCF2",1,"turquoise"
"OLFML2B",1,"turquoise"
"RAB11FIP3",7,"black"
"YWHAE",1,"turquoise"
"ATR",1,"turquoise"
"RNF216",1,"turquoise"
"CTNS",1,"turquoise"
"ATXN2",1,"turquoise"
"AGTRAP",1,"turquoise"
"SPOUT1",1,"turquoise"
"PREX1",3,"brown"
"LAMC1",2,"blue"
"TSHZ1",8,"pink"
"TUSC3",1,"turquoise"
"SEC24B",1,"turquoise"
"SP1",1,"turquoise"
"KIAA1522",1,"turquoise"
"DDX5",1,"turquoise"
"BAG5",1,"turquoise"
"FNBP1",6,"red"
"GRIA1",1,"turquoise"
"TAOK1",1,"turquoise"
"TMCO4",4,"yellow"
"ZDHHC13",8,"pink"
"OXSR1",4,"yellow"
"TCEA2",2,"blue"
"RIC3",6,"red"
"KBTBD12",4,"yellow"
"LCMT1",6,"red"
"HSPA13",1,"turquoise"
"IGF1R",9,"magenta"
"THAP9",6,"red"
"CBX6",1,"turquoise"
"NKX2-2",3,"brown"
"TNS1",1,"turquoise"
"WBP1L",1,"turquoise"
"gga-mir-1453",1,"turquoise"
"RAB43",1,"turquoise"
"TOP3A",1,"turquoise"
"MIEF1",1,"turquoise"
"DDX18",1,"turquoise"
"SMIM20",1,"turquoise"
"GAR1",1,"turquoise"
"SNRK",1,"turquoise"
"TAPBPL",2,"blue"
"AP3S1",1,"turquoise"
"CLSPN",1,"turquoise"
"LCORL",9,"magenta"
"NCAPG",1,"turquoise"
"KPNA1",5,"green"
"GNB1",2,"blue"
"PPIL2",3,"brown"
"MCOLN3",5,"green"
"PDCD4",1,"turquoise"
"XDH",4,"yellow"
"OVOL2",2,"blue"
"RFC4",5,"green"
"KAT14",1,"turquoise"
"HMGB3",1,"turquoise"
"PSEN2",3,"brown"
"CD99L2",2,"blue"
"NDUFB5",1,"turquoise"
"ZBTB2",9,"magenta"
"ANKH",4,"yellow"
"RMND1",1,"turquoise"
"CHRDL2",1,"turquoise"
"RNF169",1,"turquoise"
"SLCO2B1",4,"yellow"
"PGM2L1",4,"yellow"
"POLD3",1,"turquoise"
"ZNF618",3,"brown"
"PDE1A",1,"turquoise"
"TCF7L2",3,"brown"
"VTI1A",1,"turquoise"
"TTC14",1,"turquoise"
"SNORD24",1,"turquoise"
"LMBRD2",3,"brown"
"CAPSL",1,"turquoise"
"S1PR4",4,"yellow"
"IL7R",1,"turquoise"
"CYBA",1,"turquoise"
"PREB",1,"turquoise"
"GTDC1",1,"turquoise"
"FERMT2",8,"pink"
"SLC44A1",1,"turquoise"
"BMP4",3,"brown"
"PTPRE",6,"red"
"NENF",1,"turquoise"
"PDZD8",1,"turquoise"
"TACC1",2,"blue"
"IPO11",1,"turquoise"
"RNF180",1,"turquoise"
"LONP1",1,"turquoise"
"PTN",1,"turquoise"
"SLC26A8",1,"turquoise"
"NUDT14",1,"turquoise"
"ZBTB25",5,"green"
"PELI2",5,"green"
"UQCR10",1,"turquoise"
"CDK18",3,"brown"
"NOB1",2,"blue"
"MFSD4A",3,"brown"
"C1H21ORF59",1,"turquoise"
"WWP2",1,"turquoise"
"PATZ1",4,"yellow"
"P4HTM",2,"blue"
"WDR6",4,"yellow"
"PFKP",1,"turquoise"
"RIDA",4,"yellow"
"MAP3K3",1,"turquoise"
"SPIRE2",1,"turquoise"
"STK38",7,"black"
"LIMD2",4,"yellow"
"TMEM53",1,"turquoise"
"PAX9",2,"blue"
"SLC25A21",1,"turquoise"
"MIPOL1",1,"turquoise"
"CDKL2",2,"blue"
"PTP4A1",8,"pink"
"NDC1",1,"turquoise"
"SMUG1",1,"turquoise"
"SCNN1B",1,"turquoise"
"TBC1D20",2,"blue"
"HM13",1,"turquoise"
"GTF2B",1,"turquoise"
"POLR3F",4,"yellow"
"FNIP1",2,"blue"
"DOCK1",3,"brown"
"FBXL3",4,"yellow"
"NFYC",2,"blue"
"SCPEP1",1,"turquoise"
"SURF2",6,"red"
"DEDD",4,"yellow"
"NDUFAF8",2,"blue"
"PIK3CD",1,"turquoise"
"CRCP",4,"yellow"
"CEP44",6,"red"
"ELL",1,"turquoise"
"CPEB4",4,"yellow"
"ERBB3",3,"brown"
"VSX2",4,"yellow"
"STK11IP",1,"turquoise"
"SLC7A9",6,"red"
"ASPM",2,"blue"
"RRS1",2,"blue"
"INPP5K",1,"turquoise"
"IFIH1",3,"brown"
"NFYB",1,"turquoise"
"RAB34",2,"blue"
"RND3",1,"turquoise"
"C12orf75",1,"turquoise"
"gga-mir-2129",1,"turquoise"
"SNORD62",1,"turquoise"
"RNaseP_nuc",4,"yellow"
"PYROXD1",7,"black"
"BCAT1",6,"red"
"RECQL",1,"turquoise"
"SNORA73",1,"turquoise"
"ND1",1,"turquoise"
"PRKX",1,"turquoise"
"NAPRT",1,"turquoise"
"TCEA3",4,"yellow"
"CADM1",4,"yellow"
"BORCS8",7,"black"
"PSAT1",3,"brown"
"GAREM1",6,"red"
"TAF13",1,"turquoise"
"ZBTB43",5,"green"
"HOXB7",2,"blue"
"NR2C2",4,"yellow"
"DLL4",4,"yellow"
"MCTS1",1,"turquoise"
"MTF1",4,"yellow"
"PSMD5",1,"turquoise"
"RPL23",1,"turquoise"
"ICOS",1,"turquoise"
"AHSA1",4,"yellow"
"GLRX3",7,"black"
"TNFRSF19",4,"yellow"
"MIPEP",4,"yellow"
"NUP58",1,"turquoise"
"MTMR6",1,"turquoise"
"gga-mir-3064",1,"turquoise"
"WDR77",6,"red"
"P3H2",2,"blue"
"SLC9A1",4,"yellow"
"HS6ST2",2,"blue"
"ZNF644",1,"turquoise"
"C25H1ORF43",1,"turquoise"
"UPP2",4,"yellow"
"PDDC1",1,"turquoise"
"CITED4",1,"turquoise"
"DPYSL2",2,"blue"
"TMEM9",2,"blue"
"TMEM183A",1,"turquoise"
"APC",1,"turquoise"
"RPL37A",1,"turquoise"
"DEK",0,"grey"
"PLPPR5",3,"brown"
"SNX7",2,"blue"
"FOXK2",4,"yellow"
"MYO1F",1,"turquoise"
"COMMD4",1,"turquoise"
"NEK4",1,"turquoise"
"MPV17L2",2,"blue"
"RPA3",5,"green"
"ADSS",5,"green"
"ZBTB18",5,"green"
"ICA1",1,"turquoise"
"KIF14",1,"turquoise"
"FAM168B",1,"turquoise"
"ENSA",1,"turquoise"
"SAE1",1,"turquoise"
"SLC12A5",1,"turquoise"
"AUP1",1,"turquoise"
"SNX20",4,"yellow"
"STK25",2,"blue"
"GNAI2",5,"green"
"SPDEF",1,"turquoise"
"PGD",7,"black"
"WDR59",5,"green"
"OARD1",1,"turquoise"
"UPF1",1,"turquoise"
"WDR61",2,"blue"
"APOBEC2",4,"yellow"
"RAB11FIP4",1,"turquoise"
"HSF4",1,"turquoise"
"FOXP4",4,"yellow"
"FOXF1",4,"yellow"
"DUS1L",7,"black"
"MPRIP",3,"brown"
"CDC42",2,"blue"
"H2AFY2",2,"blue"
"gga-mir-7-2",2,"blue"
"GRHL3",8,"pink"
"NUDT1",1,"turquoise"
"TTPAL",1,"turquoise"
"MORN3",2,"blue"
"SLC6A4",1,"turquoise"
"ORAI1",1,"turquoise"
"TRIM63",1,"turquoise"
"TTC7B",1,"turquoise"
"CPT2",2,"blue"
"CCDC65",2,"blue"
"MBD3",1,"turquoise"
"FAM192A",1,"turquoise"
"UMAD1",2,"blue"
"NANP",1,"turquoise"
"SNORD36",1,"turquoise"
"TAF3",1,"turquoise"
"C3orf33",2,"blue"
"CDR2L",1,"turquoise"
"SERTAD2",2,"blue"
"ACBD7",4,"yellow"
"SLC25A40",3,"brown"
"FAM163A",6,"red"
"TFDP2",1,"turquoise"
"NMRK2",4,"yellow"
"SPTSSA",1,"turquoise"
"CLRN2",5,"green"
"CENPW",4,"yellow"
"TBL1XR1",3,"brown"
"ACE2",1,"turquoise"
"AP1S2",2,"blue"
"CYB5A",3,"brown"
"TIMM21",1,"turquoise"
"PIGA",1,"turquoise"
"EXTL2",1,"turquoise"
"NIPAL1",1,"turquoise"
"AASDHPPT",9,"magenta"
"NANOS1",1,"turquoise"
"SBDS",1,"turquoise"
"DTX3L",1,"turquoise"
"ALPK1",1,"turquoise"
"TIFA",2,"blue"
"RWDD1",1,"turquoise"
"ZNF518B",3,"brown"
"POLK",4,"yellow"
"WDR1",2,"blue"
"HOOK3",5,"green"
"FNTA",2,"blue"
"MED13L",2,"blue"
"NDUFB3",1,"turquoise"
"PCGF6",4,"yellow"
"PACSIN3",1,"turquoise"
"BUB1",2,"blue"
"ORC2",5,"green"
"PSMC2",4,"yellow"
"KPNA4",1,"turquoise"
"YAF2",4,"yellow"
"SLC25A12",1,"turquoise"
"ZCRB1",3,"brown"
"PPHLN1",1,"turquoise"
"HSPBAP1",1,"turquoise"
"SLC15A2",1,"turquoise"
"MFSD12",4,"yellow"
"VPS72",1,"turquoise"
"DNAJC8",6,"red"
"RFX2",5,"green"
"MFSD11",3,"brown"
"NEO1",1,"turquoise"
"VPS18",1,"turquoise"
"SLC38A2",2,"blue"
"MTIF3",1,"turquoise"
"POMP",1,"turquoise"
"PAN3",5,"green"
"GTF3A",6,"red"
"RASL11A",1,"turquoise"
"WBP4",1,"turquoise"
"PCDH17",3,"brown"
"OLFM4",1,"turquoise"
"ELF1",8,"pink"
"SUGT1",4,"yellow"
"FXYD2",1,"turquoise"
"PMM2",4,"yellow"
"WDR54",6,"red"
"DHODH",5,"green"
"PMVK",1,"turquoise"
"AIFM1",1,"turquoise"
"LYPLA2",3,"brown"
"PHKB",7,"black"
"INO80D",1,"turquoise"
"RUFY1",2,"blue"
"INPP4A",1,"turquoise"
"REXO2",1,"turquoise"
"DRC3",1,"turquoise"
"RAB9B",3,"brown"
"HPDL",1,"turquoise"
"KLHL3",8,"pink"
"LRRC6",1,"turquoise"
"AP2S1",1,"turquoise"
"F9",4,"yellow"
"HSPA8",1,"turquoise"
"MAPK12",1,"turquoise"
"ZNF777",3,"brown"
"MFF",1,"turquoise"
"MMD",1,"turquoise"
"RHOBTB1",6,"red"
"RPA1",1,"turquoise"
"gga-mir-7-1",1,"turquoise"
"ASB5",1,"turquoise"
"DTX4",1,"turquoise"
"DTD1",6,"red"
"DCUN1D1",1,"turquoise"
"RPL12",1,"turquoise"
"PRPSAP1",5,"green"
"GMEB2",6,"red"
"NIPAL4",3,"brown"
"HCLS1",2,"blue"
"D2HGDH",1,"turquoise"
"MTO1",1,"turquoise"
"CLDND1",1,"turquoise"
"ANKRA2",1,"turquoise"
"UTP15",1,"turquoise"
"DGAT2",2,"blue"
"LRTOMT",5,"green"
"MAPRE2",1,"turquoise"
"DTNA",5,"green"
"DCLK3",4,"yellow"
"SLC19A2",4,"yellow"
"CACTIN",1,"turquoise"
"RPS28",1,"turquoise"
"TPH2",3,"brown"
"MFSD8",1,"turquoise"
"TBC1D15",1,"turquoise"
"FBXO33",1,"turquoise"
"ZNF410",1,"turquoise"
"FAM161B",1,"turquoise"
"COQ6",1,"turquoise"
"DPH5",1,"turquoise"
"ZCCHC17",1,"turquoise"
"ANGPTL4",1,"turquoise"
"RAB11B",7,"black"
"ELF3",1,"turquoise"
"RNF2",3,"brown"
"AMIGO2",1,"turquoise"
"SLC38A4",3,"brown"
"M6PR",2,"blue"
"ATP5C1",2,"blue"
"XYLT1",1,"turquoise"
"WDR89",4,"yellow"
"CANT1",8,"pink"
"NUMA1",1,"turquoise"
"NLRC5",4,"yellow"
"APLP2",1,"turquoise"
"RC3H2",1,"turquoise"
"CREB3L3",4,"yellow"
"GOT1",3,"brown"
"TFRC",1,"turquoise"
"LRIG1",1,"turquoise"
"HACD3",2,"blue"
"THAP4",4,"yellow"
"USP31",1,"turquoise"
"SH3GLB1",2,"blue"
"ZNF710",9,"magenta"
"HENMT1",2,"blue"
"OPA1",1,"turquoise"
"BRWD3",9,"magenta"
"FAM3D",1,"turquoise"
"TRAF2",4,"yellow"
"RMI2",1,"turquoise"
"SOCS1",1,"turquoise"
"PCDH1",4,"yellow"
"GMPPB",1,"turquoise"
"SPSB1",4,"yellow"
"MBL2",3,"brown"
"SEC23A",3,"brown"
"MAFB",1,"turquoise"
"UBLCP1",1,"turquoise"
"PRKAR1B",2,"blue"
"DHTKD1",4,"yellow"
"NTNG2",2,"blue"
"CRIM1",3,"brown"
"SMARCC1",2,"blue"
"OTOS",1,"turquoise"
"BAMBI",1,"turquoise"
"EIF3B",5,"green"
"LARP7",7,"black"
"TOR2A",2,"blue"
"ASAP3",4,"yellow"
"PSMB2",2,"blue"
"CUL1",1,"turquoise"
"CHMP6",1,"turquoise"
"SNORA63",1,"turquoise"
"ARL11",1,"turquoise"
"AKAP11",1,"turquoise"
"GOLGA4",9,"magenta"
"PFKM",4,"yellow"
"PIPOX",1,"turquoise"
"RRAD",3,"brown"
"PDP2",4,"yellow"
"DNAJA1",1,"turquoise"
"MEA1",1,"turquoise"
"SLC25A22",1,"turquoise"
"SH3BP5",3,"brown"
"OTX5",3,"brown"
"ANO1",4,"yellow"
"HABP4",2,"blue"
"ZNF367",2,"blue"
"PTCH1",1,"turquoise"
"CDC14B",1,"turquoise"
"SFT2D1",1,"turquoise"
"MAP3K4",1,"turquoise"
"CDO1",4,"yellow"
"CCDC90B",1,"turquoise"
"LSM12",6,"red"
"MRPL12",1,"turquoise"
"CISH",2,"blue"
"ETF1",1,"turquoise"
"BST1",4,"yellow"
"CD38",1,"turquoise"
"BNIP3L",6,"red"
"PAPSS2",4,"yellow"
"RPS12",1,"turquoise"
"FBXO40",3,"brown"
"OST4",1,"turquoise"
"UBQLN4",6,"red"
"FGFRL1",4,"yellow"
"RABEPK",1,"turquoise"
"CCDC89",3,"brown"
"PRCP",2,"blue"
"ACBD3",1,"turquoise"
"ANGPTL3",4,"yellow"
"NFE2L2",4,"yellow"
"SFRP2",2,"blue"
"TRA2A",1,"turquoise"
"CSRNP3",4,"yellow"
"CCDC126",4,"yellow"
"FAM221A",8,"pink"
"GSC",2,"blue"
"TMTC2",7,"black"
"TAF4",1,"turquoise"
"TAF1C",1,"turquoise"
"ERN2",2,"blue"
"TSC22D2",1,"turquoise"
"HIST1H2B5",1,"turquoise"
"WDR11",2,"blue"
"MALT1",1,"turquoise"
"RHBG",1,"turquoise"
"HAPLN2",2,"blue"
"PDK1",1,"turquoise"
"C10orf88",4,"yellow"
"SART3",1,"turquoise"
"ID4",1,"turquoise"
"TGFA",0,"grey"
"MYCN",4,"yellow"
"FAM49A",2,"blue"
"DDX1",1,"turquoise"
"SMC6",1,"turquoise"
"RBFOX2",2,"blue"
"GPD2",5,"green"
"CYTIP",1,"turquoise"
"MCM5",8,"pink"
"YDJC",4,"yellow"
"WDR55",3,"brown"
"MBNL1",1,"turquoise"
"STK32A",1,"turquoise"
"KIRREL3",2,"blue"
"CYP46A1",4,"yellow"
"C12orf29",1,"turquoise"
"PDCD2",1,"turquoise"
"PCBD1",1,"turquoise"
"ERGIC3",4,"yellow"
"GLIPR2",1,"turquoise"
"PPIP5K1",1,"turquoise"
"KIZ",7,"black"
"DGKZ",5,"green"
"GNAI1",7,"black"
"SFR1",1,"turquoise"
"ACTR8",1,"turquoise"
"BRCC3",8,"pink"
"ST6GALNAC1",1,"turquoise"
"RSBN1",1,"turquoise"
"C9orf72",1,"turquoise"
"HACD1",4,"yellow"
"APMAP",3,"brown"
"CHMP7",4,"yellow"
"LOXL2",1,"turquoise"
"RBM15",5,"green"
"COPS2",1,"turquoise"
"PARS2",3,"brown"
"CPSF2",1,"turquoise"
"ACOT11",2,"blue"
"EARS2",3,"brown"
"PIK3C2A",9,"magenta"
"ADMP",2,"blue"
"PUS10",4,"yellow"
"IDH3A",1,"turquoise"
"NCAM1",1,"turquoise"
"FAM118B",4,"yellow"
"ARPP21",8,"pink"
"HIC2",5,"green"
"KIF3C",1,"turquoise"
"CSNK1D",1,"turquoise"
"IPMK",7,"black"
"TMEM132C",6,"red"
"TMOD3",7,"black"
"CPSF4",4,"yellow"
"SPTAN1",1,"turquoise"
"MCM10",5,"green"
"AFF1",4,"yellow"
"COL5A2",3,"brown"
"STK17A",3,"brown"
"MRPL24",1,"turquoise"
"IRX1",2,"blue"
"TRPM7",1,"turquoise"
"POMK",4,"yellow"
"SMG1",1,"turquoise"
"PCDH19",4,"yellow"
"KLHL25",4,"yellow"
"USP19",1,"turquoise"
"BCL2L13",7,"black"
"CECR2",4,"yellow"
"CECR1",1,"turquoise"
"ALKBH3",2,"blue"
"BID",1,"turquoise"
"ZFP64",6,"red"
"GNPDA2",1,"turquoise"
"SGMS2",4,"yellow"
"AIG1",1,"turquoise"
"PDCL2",2,"blue"
"CDT1",6,"red"
"GNAL",1,"turquoise"
"B4GALT4",1,"turquoise"
"WASF1",5,"green"
"TTC39C",0,"grey"
"CDC40",1,"turquoise"
"SLC39A11",3,"brown"
"ITFG2",1,"turquoise"
"RELL1",3,"brown"
"NWD2",4,"yellow"
"FKBP4",1,"turquoise"
"PGLYRP2",1,"turquoise"
"SNORA52",1,"turquoise"
"gga-mir-1592",1,"turquoise"
"VTA1",3,"brown"
"IMPA2",7,"black"
"CITED2",1,"turquoise"
"ALS2",2,"blue"
"GHRL",3,"brown"
"YIPF4",7,"black"
"EPS15",1,"turquoise"
"PAPSS1",4,"yellow"
"BIRC6",1,"turquoise"
"TTC39A",6,"red"
"INTS6",1,"turquoise"
"RNASEH2B",1,"turquoise"
"FAM124A",6,"red"
"SPRYD7",2,"blue"
"TRIM13",2,"blue"
"KCNRG",1,"turquoise"
"PHLDA2",3,"brown"
"NR0B2",1,"turquoise"
"CXXC5",2,"blue"
"MAPKAPK2",4,"yellow"
"GPATCH3",3,"brown"
"NRXN3",2,"blue"
"CDC42SE2",1,"turquoise"
"ZCCHC10",5,"green"
"ATP6V0B",9,"magenta"
"RBM18",1,"turquoise"
"SLC6A9",3,"brown"
"KCNJ15",1,"turquoise"
"TTC3",2,"blue"
"ETS2",1,"turquoise"
"UNC93B1",1,"turquoise"
"PITX2",1,"turquoise"
"gga-mir-1609",1,"turquoise"
"ZFHX3",2,"blue"
"MICAL2",3,"brown"
"FAM46A",6,"red"
"HECW1",2,"blue"
"TALDO1",2,"blue"
"ZFPM2",6,"red"
"PDIA2",1,"turquoise"
"GSKIP",1,"turquoise"
"BDKRB2",4,"yellow"
"CCK",2,"blue"
"TAF7",2,"blue"
"RAF1",1,"turquoise"
"MKRN2",7,"black"
"FLII",8,"pink"
"ANKZF1",1,"turquoise"
"CTH",4,"yellow"
"DYNC1H1",1,"turquoise"
"AKAP12",4,"yellow"
"TSC2",1,"turquoise"
"ABCD3",6,"red"
"LYVE1",1,"turquoise"
"METTL5",1,"turquoise"
"PSMA6",1,"turquoise"
"LRBA",2,"blue"
"SNRPD3",1,"turquoise"
"POFUT1",1,"turquoise"
"ZNF800",1,"turquoise"
"DENND2C",3,"brown"
"NDUFB6",1,"turquoise"
"OLFML2A",1,"turquoise"
"DOCK11",2,"blue"
"AQP11",5,"green"
"TOMM20",1,"turquoise"
"AP4B1",1,"turquoise"
"LDB1",2,"blue"
"DIS3L",1,"turquoise"
"TIPIN",1,"turquoise"
"COL14A1",4,"yellow"
"LYN",3,"brown"
"SLC15A4",8,"pink"
"PDPR",1,"turquoise"
"FAM149B1",1,"turquoise"
"RBM12B",1,"turquoise"
"VAV2",4,"yellow"
"PLEKHA2",2,"blue"
"GBGT1",1,"turquoise"
"CLTB",5,"green"
"MDFIC",1,"turquoise"
"gga-mir-6640",1,"turquoise"
"RFXAP",3,"brown"
"ZNF341",6,"red"
"MAU2",1,"turquoise"
"ZNF365",4,"yellow"
"DHX37",1,"turquoise"
"PID1",3,"brown"
"HMGCS2",3,"brown"
"gga-mir-7477",1,"turquoise"
"STRIP2",3,"brown"
"CARMIL3",1,"turquoise"
"TPGS1",4,"yellow"
"RAB12",3,"brown"
"LEO1",1,"turquoise"
"ARPC1A",4,"yellow"
"GPX3",1,"turquoise"
"MFN2",1,"turquoise"
"TSHZ3",3,"brown"
"VPS29",1,"turquoise"
"C1QL3",3,"brown"
"INSC",3,"brown"
"SPEF2",4,"yellow"
"PIGW",2,"blue"
"SRP9",1,"turquoise"
"COPS8",1,"turquoise"
"DOLK",1,"turquoise"
"DIO2",3,"brown"
"MTFP1",1,"turquoise"
"RASSF1",2,"blue"
"LSM11",1,"turquoise"
"gga-mir-6686",1,"turquoise"
"ND6",1,"turquoise"
"ARFIP2",1,"turquoise"
"YBEY",1,"turquoise"
"SYNGR1",2,"blue"
"MRPL39",1,"turquoise"
"JAM2",3,"brown"
"BLOC1S4",2,"blue"
"PARD6G",1,"turquoise"
"AUH",2,"blue"
"TFG",9,"magenta"
"R3HDM1",1,"turquoise"
"KLHDC2",1,"turquoise"
"KLHDC1",1,"turquoise"
"DCLK1",7,"black"
"TMEM200B",3,"brown"
"TTLL12",1,"turquoise"
"TSPO",1,"turquoise"
"TTLL1",2,"blue"
"PDE10A",5,"green"
"APAF1",9,"magenta"
"XRCC3",1,"turquoise"
"WWC2",1,"turquoise"
"TDP1",1,"turquoise"
"TTC8",1,"turquoise"
"CDKN2AIP",3,"brown"
"FOXN3",3,"brown"
"CALN1",4,"yellow"
"SH3GL1",1,"turquoise"
"CHAF1A",1,"turquoise"
"RNF26",1,"turquoise"
"YIPF5",1,"turquoise"
"PEBP1",1,"turquoise"
"KCNS1",1,"turquoise"
"SCN4B",1,"turquoise"
"SP8",1,"turquoise"
"LAMTOR1",1,"turquoise"
"KLHL5",6,"red"
"DENND3",1,"turquoise"
"VAMP4",3,"brown"
"YWHAZ",1,"turquoise"
"CDK5",1,"turquoise"
"SP5",1,"turquoise"
"ATP6V1C1",1,"turquoise"
"FAAH2",5,"green"
"ONECUT3",8,"pink"
"RAB17",1,"turquoise"
"ZNF423",1,"turquoise"
"XPR1",4,"yellow"
"P4HA1",2,"blue"
"RASAL2",1,"turquoise"
"gga-mir-6573",1,"turquoise"
"OSER1",4,"yellow"
"COA7",4,"yellow"
"RHBDF2",1,"turquoise"
"SPDL1",1,"turquoise"
"BBOX1",3,"brown"
"DACH1",1,"turquoise"
"FAM129A",5,"green"
"RPL6",1,"turquoise"
"RAB5A",7,"black"
"BTG1",1,"turquoise"
"DCN",1,"turquoise"
"KAT2B",4,"yellow"
"NEFL",2,"blue"
"OSBPL7",1,"turquoise"
"gga-mir-1754",1,"turquoise"
"SLC4A5",4,"yellow"
"MT-CO1",1,"turquoise"
"PDPK1",1,"turquoise"
"SEC24A",2,"blue"
"CEMIP",1,"turquoise"
"CAMLG",3,"brown"
"PELO",2,"blue"
"BTBD6",3,"brown"
"PTPRN",1,"turquoise"
"CAPN13",4,"yellow"
"SNRPD2",1,"turquoise"
"PTS",1,"turquoise"
"MFSD6",4,"yellow"
"KATNAL2",1,"turquoise"
"RAPGEF3",4,"yellow"
"DENND6B",7,"black"
"RSL24D1",1,"turquoise"
"ACP5",1,"turquoise"
"GFRA2",1,"turquoise"
"STK3",1,"turquoise"
"PIGV",1,"turquoise"
"SLC25A32",1,"turquoise"
"SAR1B",3,"brown"
"RBMS2",1,"turquoise"
"MMP15",2,"blue"
"ZFHX4",1,"turquoise"
"IKZF2",3,"brown"
"ANK3",3,"brown"
"DDX49",1,"turquoise"
"DGKE",4,"yellow"
"KLHL11",3,"brown"
"SGK2",4,"yellow"
"CX3CL1",1,"turquoise"
"MSRB3",6,"red"
"STARD3NL",5,"green"
"ENG",1,"turquoise"
"ATP8A1",2,"blue"
"GTF2H1",1,"turquoise"
"MAP1S",1,"turquoise"
"SF3A2",1,"turquoise"
"DARS2",1,"turquoise"
"HBZ",1,"turquoise"
"CLCN7",1,"turquoise"
"SF3B5",2,"blue"
"CNKSR2",2,"blue"
"RPS7",3,"brown"
"KRT12",2,"blue"
"DGKI",4,"yellow"
"CPM",2,"blue"
"KAT7",1,"turquoise"
"PLEKHH2",4,"yellow"
"HECTD1",1,"turquoise"
"SLC35E3",4,"yellow"
"FAM117A",4,"yellow"
"MDM2",5,"green"
"HHIP",5,"green"
